0	0.714286	0.100000	750.000000	10
1	0.794481	0.100000	750.000000	10
2	0.977273	0.100000	750.000000	10
3	0.855844	0.100000	750.000000	10
4	0.831494	0.100000	750.000000	10
0	0.714286	0.250000	750.000000	10
1	0.827273	0.250000	750.000000	10
2	0.977273	0.250000	750.000000	10
3	0.841558	0.250000	750.000000	10
4	0.824351	0.250000	750.000000	10
0	0.714286	0.500000	750.000000	10
1	0.827273	0.500000	750.000000	10
2	0.965909	0.500000	750.000000	10
3	0.855844	0.500000	750.000000	10
4	0.734416	0.500000	750.000000	10
0	0.714286	0.750000	750.000000	10
1	0.823052	0.750000	750.000000	10
2	0.977273	0.750000	750.000000	10
3	0.848701	0.750000	750.000000	10
4	0.831494	0.750000	750.000000	10
0	0.714286	1.000000	750.000000	10
1	0.812987	1.000000	750.000000	10
2	0.977273	1.000000	750.000000	10
3	0.868831	1.000000	750.000000	10
4	0.777273	1.000000	750.000000	10
0	0.714286	1.500000	750.000000	10
1	0.827273	1.500000	750.000000	10
2	0.977273	1.500000	750.000000	10
3	0.848701	1.500000	750.000000	10
4	0.698701	1.500000	750.000000	10
0	0.714286	2.000000	750.000000	10
1	0.855844	2.000000	750.000000	10
2	0.977273	2.000000	750.000000	10
3	0.841558	2.000000	750.000000	10
4	0.694481	2.000000	750.000000	10
0	0.714286	2.500000	750.000000	10
1	0.784416	2.500000	750.000000	10
2	0.977273	2.500000	750.000000	10
3	0.820130	2.500000	750.000000	10
4	0.777273	2.500000	750.000000	10
0	0.714286	3.000000	750.000000	10
1	0.834416	3.000000	750.000000	10
2	0.977273	3.000000	750.000000	10
3	0.848701	3.000000	750.000000	10
4	0.838636	3.000000	750.000000	10
0	0.714286	3.500000	750.000000	10
1	0.834416	3.500000	750.000000	10
2	0.977273	3.500000	750.000000	10
3	0.837338	3.500000	750.000000	10
4	0.831494	3.500000	750.000000	10
0	0.714286	4.000000	750.000000	10
1	0.812987	4.000000	750.000000	10
2	0.977273	4.000000	750.000000	10
3	0.855844	4.000000	750.000000	10
4	0.831494	4.000000	750.000000	10
0	0.714286	6.000000	750.000000	10
1	0.898701	6.000000	750.000000	10
2	0.977273	6.000000	750.000000	10
3	0.841558	6.000000	750.000000	10
4	0.791558	6.000000	750.000000	10
0	0.714286	0.100000	250.000000	30
1	0.791558	0.100000	250.000000	30
2	0.977273	0.100000	250.000000	30
3	0.870130	0.100000	250.000000	30
4	0.801623	0.100000	250.000000	30
0	0.714286	0.250000	250.000000	30
1	0.770130	0.250000	250.000000	30
2	0.965909	0.250000	250.000000	30
3	0.805844	0.250000	250.000000	30
4	0.790260	0.250000	250.000000	30
0	0.714286	0.500000	250.000000	30
1	0.812987	0.500000	250.000000	30
2	0.965909	0.500000	250.000000	30
3	0.808766	0.500000	250.000000	30
4	0.770130	0.500000	250.000000	30
0	0.714286	0.750000	250.000000	30
1	0.784416	0.750000	250.000000	30
2	0.977273	0.750000	250.000000	30
3	0.862987	0.750000	250.000000	30
4	0.755844	0.750000	250.000000	30
0	0.714286	1.000000	250.000000	30
1	0.805844	1.000000	250.000000	30
2	0.965909	1.000000	250.000000	30
3	0.873052	1.000000	250.000000	30
4	0.752922	1.000000	250.000000	30
0	0.714286	1.500000	250.000000	30
1	0.841558	1.500000	250.000000	30
2	0.977273	1.500000	250.000000	30
3	0.851623	1.500000	250.000000	30
4	0.720130	1.500000	250.000000	30
0	0.714286	2.000000	250.000000	30
1	0.784416	2.000000	250.000000	30
2	0.965909	2.000000	250.000000	30
3	0.877273	2.000000	250.000000	30
4	0.727273	2.000000	250.000000	30
0	0.714286	2.500000	250.000000	30
1	0.827273	2.500000	250.000000	30
2	0.965909	2.500000	250.000000	30
3	0.851623	2.500000	250.000000	30
4	0.720130	2.500000	250.000000	30
0	0.714286	3.000000	250.000000	30
1	0.791558	3.000000	250.000000	30
2	0.965909	3.000000	250.000000	30
3	0.873052	3.000000	250.000000	30
4	0.741558	3.000000	250.000000	30
0	0.714286	3.500000	250.000000	30
1	0.791558	3.500000	250.000000	30
2	0.977273	3.500000	250.000000	30
3	0.824351	3.500000	250.000000	30
4	0.741558	3.500000	250.000000	30
0	0.714286	4.000000	250.000000	30
1	0.791558	4.000000	250.000000	30
2	0.977273	4.000000	250.000000	30
3	0.862987	4.000000	250.000000	30
4	0.777273	4.000000	250.000000	30
0	0.714286	6.000000	250.000000	30
1	0.762987	6.000000	250.000000	30
2	0.977273	6.000000	250.000000	30
3	0.848701	6.000000	250.000000	30
4	0.777273	6.000000	250.000000	30
0	0.714286	0.100000	150.000000	50
1	0.862987	0.100000	150.000000	50
2	0.965909	0.100000	150.000000	50
3	0.858766	0.100000	150.000000	50
4	0.784416	0.100000	150.000000	50
0	0.714286	0.250000	150.000000	50
1	0.787338	0.250000	150.000000	50
2	0.977273	0.250000	150.000000	50
3	0.855844	0.250000	150.000000	50
4	0.741558	0.250000	150.000000	50
0	0.714286	0.500000	150.000000	50
1	0.798701	0.500000	150.000000	50
2	0.965909	0.500000	150.000000	50
3	0.884416	0.500000	150.000000	50
4	0.831494	0.500000	150.000000	50
0	0.714286	0.750000	150.000000	50
1	0.841558	0.750000	150.000000	50
2	0.977273	0.750000	150.000000	50
3	0.891558	0.750000	150.000000	50
4	0.798701	0.750000	150.000000	50
0	0.714286	1.000000	150.000000	50
1	0.841558	1.000000	150.000000	50
