0	0.970588	0.100000	10
1	0.848319	0.100000	10
2	0.827731	0.100000	10
3	0.841597	0.100000	10
4	0.913025	0.100000	10
0	0.970588	0.250000	10
1	0.920168	0.250000	10
2	0.834454	0.250000	10
3	0.798739	0.250000	10
4	0.913445	0.250000	10
0	0.941176	0.500000	10
1	0.891597	0.500000	10
2	0.906303	0.500000	10
3	0.799580	0.500000	10
4	0.920588	0.500000	10
0	0.955882	0.750000	10
1	0.905882	0.750000	10
2	0.870588	0.750000	10
3	0.805882	0.750000	10
4	0.856303	0.750000	10
0	0.970588	1.000000	10
1	0.855462	1.000000	10
2	0.827311	1.000000	10
3	0.841597	1.000000	10
4	0.884454	1.000000	10
0	0.955882	1.500000	10
1	0.848739	1.500000	10
2	0.849160	1.500000	10
3	0.799580	1.500000	10
4	0.841176	1.500000	10
0	0.970588	2.000000	10
1	0.891597	2.000000	10
2	0.806303	2.000000	10
3	0.770168	2.000000	10
4	0.848739	2.000000	10
0	0.970588	2.500000	10
1	0.892017	2.500000	10
2	0.848739	2.500000	10
3	0.763025	2.500000	10
4	0.870588	2.500000	10
0	0.970588	3.000000	10
1	0.869748	3.000000	10
2	0.877731	3.000000	10
3	0.771008	3.000000	10
4	0.841176	3.000000	10
0	0.970588	3.500000	10
1	0.870168	3.500000	10
2	0.842437	3.500000	10
3	0.792017	3.500000	10
4	0.899160	3.500000	10
0	0.970588	4.000000	10
1	0.891176	4.000000	10
2	0.813866	4.000000	10
3	0.827311	4.000000	10
4	0.870588	4.000000	10
0	0.970588	6.000000	10
1	0.863025	6.000000	10
2	0.855882	6.000000	10
3	0.820168	6.000000	10
4	0.870588	6.000000	10
0	0.955882	0.100000	30
1	0.855882	0.100000	30
2	0.813025	0.100000	30
3	0.856303	0.100000	30
4	0.856303	0.100000	30
0	0.985294	0.250000	30
1	0.948739	0.250000	30
2	0.820588	0.250000	30
3	0.813025	0.250000	30
4	0.920168	0.250000	30
0	0.955882	0.500000	30
1	0.884454	0.500000	30
2	0.869748	0.500000	30
3	0.792017	0.500000	30
4	0.935294	0.500000	30
0	0.955882	0.750000	30
1	0.920588	0.750000	30
2	0.792017	0.750000	30
3	0.820168	0.750000	30
4	0.841597	0.750000	30
0	0.955882	1.000000	30
1	0.884454	1.000000	30
2	0.813445	1.000000	30
3	0.834874	1.000000	30
4	0.869748	1.000000	30
0	0.955882	1.500000	30
1	0.891597	1.500000	30
2	0.827731	1.500000	30
3	0.820588	1.500000	30
4	0.870168	1.500000	30
0	0.955882	2.000000	30
1	0.927311	2.000000	30
2	0.841597	2.000000	30
3	0.799580	2.000000	30
4	0.862605	2.000000	30
0	0.941176	2.500000	30
1	0.905882	2.500000	30
2	0.927731	2.500000	30
3	0.791597	2.500000	30
4	0.898739	2.500000	30
0	0.941176	3.000000	30
1	0.905882	3.000000	30
2	0.848739	3.000000	30
3	0.799580	3.000000	30
4	0.927731	3.000000	30
0	0.941176	3.500000	30
1	0.920168	3.500000	30
2	0.813866	3.500000	30
3	0.798739	3.500000	30
4	0.798319	3.500000	30
0	0.941176	4.000000	30
1	0.905462	4.000000	30
2	0.792017	4.000000	30
3	0.856303	4.000000	30
4	0.891597	4.000000	30
0	0.941176	6.000000	30
1	0.920168	6.000000	30
2	0.820168	6.000000	30
3	0.820168	6.000000	30
4	0.834454	6.000000	30
0	0.955882	0.100000	50
1	0.855462	0.100000	50
2	0.805882	0.100000	50
3	0.784874	0.100000	50
4	0.820168	0.100000	50
0	0.955882	0.250000	50
1	0.841597	0.250000	50
2	0.813445	0.250000	50
3	0.763445	0.250000	50
4	0.927311	0.250000	50
0	0.955882	0.500000	50
1	0.841597	0.500000	50
2	0.813445	0.500000	50
3	0.819748	0.500000	50
4	0.927311	0.500000	50
0	0.955882	0.750000	50
1	0.913025	0.750000	50
2	0.863445	0.750000	50
3	0.833613	0.750000	50
4	0.935294	0.750000	50
0	0.955882	1.000000	50
1	0.892017	1.000000	50
2	0.742437	1.000000	50
3	0.841597	1.000000	50
4	0.842017	1.000000	50
0	0.955882	1.500000	50
1	0.913025	1.500000	50
2	0.806303	1.500000	50
3	0.841597	1.500000	50
4	0.827311	1.500000	50
0	0.955882	2.000000	50
1	0.885294	2.000000	50
2	0.906303	2.000000	50
3	0.812605	2.000000	50
4	0.935294	2.000000	50
0	0.955882	2.500000	50
1	0.885294	2.500000	50
2	0.906303	2.500000	50
3	0.820168	2.500000	50
4	0.884454	2.500000	50
0	0.955882	3.000000	50
1	0.885294	3.000000	50
2	0.906303	3.000000	50
3	0.770588	3.000000	50
4	0.949160	3.000000	50
0	0.955882	3.500000	50
1	0.885294	3.500000	50
2	0.906303	3.500000	50
3	0.770588	3.500000	50
4	0.949160	3.500000	50
0	0.955882	4.000000	50
1	0.885294	4.000000	50
2	0.906303	4.000000	50
3	0.770588	4.000000	50
4	0.949160	4.000000	50
0	0.955882	6.000000	50
1	0.885294	6.000000	50
2	0.906303	6.000000	50
3	0.770588	6.000000	50
4	0.949160	6.000000	50
0	0.955882	0.100000	100
1	0.913025	0.100000	100
2	0.805882	0.100000	100
3	0.849160	0.100000	100
4	0.934874	0.100000	100
0	0.955882	0.250000	100
1	0.870588	0.250000	100
2	0.805882	0.250000	100
3	0.784874	0.250000	100
4	0.805882	0.250000	100
