   1	0.923077	0.727273	0.825175   	0.897436	0.000000	0.448718  	0.923077	0.727273	0.825175
   2	0.916667	0.909091	0.912879   	0.878205	0.363636	0.620921  	0.916667	0.909091	0.912879
   3	0.916667	0.909091	0.912879   	0.923077	0.727273	0.825175  	0.916667	0.909091	0.912879
   4	0.916667	0.909091	0.912879   	0.923077	0.818182	0.870629  	0.916667	0.909091	0.912879
   5	0.916667	0.909091	0.912879   	0.916667	0.909091	0.912879  	0.916667	0.909091	0.912879
   6	0.916667	0.909091	0.912879   	0.916667	0.909091	0.912879  	0.916667	0.909091	0.912879
   7	0.916667	0.909091	0.912879   	0.916667	0.909091	0.912879  	0.916667	0.909091	0.912879
   8	0.916667	0.909091	0.912879   	0.916667	0.909091	0.912879  	0.916667	0.909091	0.912879
   9	0.916667	0.909091	0.912879   	0.916667	0.909091	0.912879  	0.916667	0.909091	0.912879
  10	0.916667	0.909091	0.912879   	0.916667	0.909091	0.912879  	0.916667	0.909091	0.912879
  11	0.916667	0.909091	0.912879   	0.916667	0.909091	0.912879  	0.916667	0.909091	0.912879
  12	0.916667	0.909091	0.912879   	0.916667	0.909091	0.912879  	0.916667	0.909091	0.912879
  13	0.916667	0.909091	0.912879   	0.916667	0.909091	0.912879  	0.916667	0.909091	0.912879
  14	0.916667	0.909091	0.912879   	0.916667	0.909091	0.912879  	0.916667	0.909091	0.912879
  15	0.916667	0.909091	0.912879   	0.916667	0.909091	0.912879  	0.916667	0.909091	0.912879
  16	0.916667	0.909091	0.912879   	0.916667	0.909091	0.912879  	0.916667	0.909091	0.912879
  17	0.916667	0.909091	0.912879   	0.916667	0.909091	0.912879  	0.916667	0.909091	0.912879
  18	0.916667	0.909091	0.912879   	0.916667	0.909091	0.912879  	0.916667	0.909091	0.912879
  19	0.916667	0.909091	0.912879   	0.916667	0.909091	0.912879  	0.916667	0.909091	0.912879
  20	0.916667	0.909091	0.912879   	0.916667	0.909091	0.912879  	0.916667	0.909091	0.912879
  21	0.916667	0.909091	0.912879   	0.916667	0.909091	0.912879  	0.916667	0.909091	0.912879
  22	0.916667	0.909091	0.912879   	0.916667	0.909091	0.912879  	0.916667	0.909091	0.912879
  23	0.916667	0.909091	0.912879   	0.916667	0.909091	0.912879  	0.916667	0.909091	0.912879
  24	0.846154	1.000000	0.923077   	0.858974	0.590909	0.724942  	0.846154	1.000000	0.923077
  25	0.846154	1.000000	0.923077   	0.910256	0.772727	0.841492  	0.846154	1.000000	0.923077
  26	0.846154	1.000000	0.923077   	0.910256	0.909091	0.909674  	0.846154	1.000000	0.923077
  27	0.846154	1.000000	0.923077   	0.910256	0.909091	0.909674  	0.846154	1.000000	0.923077
  28	0.846154	1.000000	0.923077   	0.846154	1.000000	0.923077  	0.846154	1.000000	0.923077
  29	0.846154	1.000000	0.923077   	0.846154	1.000000	0.923077  	0.846154	1.000000	0.923077
  30	0.846154	1.000000	0.923077   	0.846154	1.000000	0.923077  	0.846154	1.000000	0.923077
  31	0.846154	1.000000	0.923077   	0.846154	1.000000	0.923077  	0.846154	1.000000	0.923077
  32	0.846154	1.000000	0.923077   	0.846154	1.000000	0.923077  	0.846154	1.000000	0.923077
  33	0.846154	1.000000	0.923077   	0.846154	1.000000	0.923077  	0.846154	1.000000	0.923077
  34	0.846154	1.000000	0.923077   	0.846154	1.000000	0.923077  	0.846154	1.000000	0.923077
  35	0.846154	1.000000	0.923077   	0.846154	1.000000	0.923077  	0.846154	1.000000	0.923077
  36	0.846154	1.000000	0.923077   	0.846154	1.000000	0.923077  	0.846154	1.000000	0.923077
  37	0.846154	1.000000	0.923077   	0.846154	1.000000	0.923077  	0.846154	1.000000	0.923077
  38	0.846154	1.000000	0.923077   	0.846154	1.000000	0.923077  	0.846154	1.000000	0.923077
