0	0.714286	0.100000	10
1	0.837338	0.100000	10
2	0.977273	0.100000	10
3	0.834416	0.100000	10
4	0.698701	0.100000	10
0	0.714286	0.250000	10
1	0.855844	0.250000	10
2	0.977273	0.250000	10
3	0.870130	0.250000	10
4	0.741558	0.250000	10
0	0.714286	0.500000	10
1	0.812987	0.500000	10
2	0.977273	0.500000	10
3	0.870130	0.500000	10
4	0.730195	0.500000	10
0	0.714286	0.750000	10
1	0.848701	0.750000	10
2	0.965909	0.750000	10
3	0.827273	0.750000	10
4	0.734416	0.750000	10
0	0.714286	1.000000	10
1	0.798701	1.000000	10
2	0.977273	1.000000	10
3	0.827273	1.000000	10
4	0.691558	1.000000	10
0	0.714286	1.500000	10
1	0.827273	1.500000	10
2	0.977273	1.500000	10
3	0.798701	1.500000	10
4	0.784416	1.500000	10
0	0.714286	2.000000	10
1	0.841558	2.000000	10
2	0.954545	2.000000	10
3	0.820130	2.000000	10
4	0.784416	2.000000	10
0	0.714286	2.500000	10
1	0.784416	2.500000	10
2	0.977273	2.500000	10
3	0.830195	2.500000	10
4	0.715909	2.500000	10
0	0.714286	3.000000	10
1	0.827273	3.000000	10
2	0.977273	3.000000	10
3	0.877273	3.000000	10
4	0.765909	3.000000	10
0	0.714286	3.500000	10
1	0.855844	3.500000	10
2	0.965909	3.500000	10
3	0.877273	3.500000	10
4	0.755844	3.500000	10
0	0.714286	4.000000	10
1	0.794481	4.000000	10
2	0.965909	4.000000	10
3	0.877273	4.000000	10
4	0.824351	4.000000	10
0	0.714286	6.000000	10
1	0.812987	6.000000	10
2	0.954545	6.000000	10
3	0.844481	6.000000	10
4	0.824351	6.000000	10
0	0.714286	0.100000	30
1	0.820130	0.100000	30
2	0.977273	0.100000	30
3	0.855844	0.100000	30
4	0.748701	0.100000	30
0	0.714286	0.250000	30
1	0.791558	0.250000	30
2	0.977273	0.250000	30
3	0.891558	0.250000	30
4	0.777273	0.250000	30
0	0.714286	0.500000	30
1	0.848701	0.500000	30
2	0.977273	0.500000	30
3	0.834416	0.500000	30
4	0.733117	0.500000	30
0	0.714286	0.750000	30
1	0.784416	0.750000	30
2	0.965909	0.750000	30
3	0.880195	0.750000	30
4	0.712987	0.750000	30
0	0.714286	1.000000	30
1	0.791558	1.000000	30
2	0.977273	1.000000	30
3	0.862987	1.000000	30
4	0.724351	1.000000	30
0	0.714286	1.500000	30
1	0.777273	1.500000	30
2	0.965909	1.500000	30
3	0.841558	1.500000	30
4	0.745779	1.500000	30
0	0.714286	2.000000	30
1	0.787338	2.000000	30
2	0.977273	2.000000	30
3	0.870130	2.000000	30
4	0.810065	2.000000	30
0	0.714286	2.500000	30
1	0.798701	2.500000	30
2	0.977273	2.500000	30
3	0.827273	2.500000	30
4	0.748701	2.500000	30
0	0.714286	3.000000	30
1	0.798701	3.000000	30
2	0.977273	3.000000	30
3	0.827273	3.000000	30
4	0.751623	3.000000	30
0	0.714286	3.500000	30
1	0.798701	3.500000	30
2	0.977273	3.500000	30
3	0.880195	3.500000	30
4	0.802922	3.500000	30
0	0.714286	4.000000	30
1	0.798701	4.000000	30
2	0.977273	4.000000	30
3	0.884416	4.000000	30
4	0.710065	4.000000	30
0	0.714286	6.000000	30
1	0.798701	6.000000	30
2	0.977273	6.000000	30
3	0.820130	6.000000	30
4	0.727273	6.000000	30
0	0.714286	0.100000	50
1	0.805844	0.100000	50
2	0.977273	0.100000	50
3	0.808766	0.100000	50
4	0.717208	0.100000	50
0	0.714286	0.250000	50
1	0.784416	0.250000	50
2	0.977273	0.250000	50
3	0.841558	0.250000	50
4	0.731494	0.250000	50
0	0.714286	0.500000	50
1	0.770130	0.500000	50
2	0.977273	0.500000	50
3	0.834416	0.500000	50
4	0.810065	0.500000	50
0	0.714286	0.750000	50
1	0.798701	0.750000	50
2	0.977273	0.750000	50
3	0.841558	0.750000	50
4	0.784416	0.750000	50
0	0.714286	1.000000	50
1	0.820130	1.000000	50
2	0.977273	1.000000	50
3	0.855844	1.000000	50
4	0.727273	1.000000	50
0	0.714286	1.500000	50
1	0.794481	1.500000	50
2	0.977273	1.500000	50
3	0.862987	1.500000	50
4	0.845779	1.500000	50
0	0.714286	2.000000	50
1	0.855844	2.000000	50
2	0.977273	2.000000	50
3	0.865909	2.000000	50
4	0.724351	2.000000	50
0	0.714286	2.500000	50
1	0.855844	2.500000	50
2	0.977273	2.500000	50
3	0.891558	2.500000	50
4	0.720130	2.500000	50
0	0.714286	3.000000	50
1	0.855844	3.000000	50
2	0.977273	3.000000	50
3	0.851623	3.000000	50
4	0.727273	3.000000	50
0	0.714286	3.500000	50
1	0.855844	3.500000	50
2	0.977273	3.500000	50
3	0.851623	3.500000	50
4	0.745779	3.500000	50
0	0.714286	4.000000	50
1	0.855844	4.000000	50
2	0.977273	4.000000	50
3	0.851623	4.000000	50
4	0.698701	4.000000	50
0	0.714286	6.000000	50
1	0.855844	6.000000	50
2	0.977273	6.000000	50
3	0.851623	6.000000	50
4	0.698701	6.000000	50
0	0.714286	0.100000	100
1	0.812987	0.100000	100
2	0.977273	0.100000	100
3	0.920130	0.100000	100
4	0.741558	0.100000	100
0	0.714286	0.250000	100
1	0.777273	0.250000	100
2	0.965909	0.250000	100
3	0.841558	0.250000	100
4	0.741558	0.250000	100
0	0.714286	0.500000	100
1	0.791558	0.500000	100
2	0.977273	0.500000	100
3	0.841558	0.500000	100
