0	0.955882	0.100000	750.000000	10
1	0.855462	0.100000	750.000000	10
2	0.791597	0.100000	750.000000	10
3	0.842017	0.100000	750.000000	10
4	0.798739	0.100000	750.000000	10
0	0.970588	0.250000	750.000000	10
1	0.913445	0.250000	750.000000	10
2	0.848739	0.250000	750.000000	10
3	0.848739	0.250000	750.000000	10
4	0.949160	0.250000	750.000000	10
0	0.955882	0.500000	750.000000	10
1	0.869748	0.500000	750.000000	10
2	0.877731	0.500000	750.000000	10
3	0.856303	0.500000	750.000000	10
4	0.942017	0.500000	750.000000	10
0	0.955882	0.750000	750.000000	10
1	0.891597	0.750000	750.000000	10
2	0.848739	0.750000	750.000000	10
3	0.856303	0.750000	750.000000	10
4	0.848739	0.750000	750.000000	10
0	0.955882	1.000000	750.000000	10
1	0.905882	1.000000	750.000000	10
2	0.777311	1.000000	750.000000	10
3	0.799580	1.000000	750.000000	10
4	0.884034	1.000000	750.000000	10
0	0.955882	1.500000	750.000000	10
1	0.877311	1.500000	750.000000	10
2	0.841597	1.500000	750.000000	10
3	0.805882	1.500000	750.000000	10
4	0.834454	1.500000	750.000000	10
0	0.955882	2.000000	750.000000	10
1	0.884454	2.000000	750.000000	10
2	0.927731	2.000000	750.000000	10
3	0.827311	2.000000	750.000000	10
4	0.870588	2.000000	750.000000	10
0	0.955882	2.500000	750.000000	10
1	0.934454	2.500000	750.000000	10
2	0.848739	2.500000	750.000000	10
3	0.798739	2.500000	750.000000	10
4	0.842017	2.500000	750.000000	10
0	0.970588	3.000000	750.000000	10
1	0.892017	3.000000	750.000000	10
2	0.899160	3.000000	750.000000	10
3	0.863445	3.000000	750.000000	10
4	0.949160	3.000000	750.000000	10
0	0.955882	3.500000	750.000000	10
1	0.927731	3.500000	750.000000	10
2	0.848319	3.500000	750.000000	10
3	0.799160	3.500000	750.000000	10
4	0.891597	3.500000	750.000000	10
0	0.970588	4.000000	750.000000	10
1	0.870168	4.000000	750.000000	10
2	0.855882	4.000000	750.000000	10
3	0.798739	4.000000	750.000000	10
4	0.913445	4.000000	750.000000	10
0	0.970588	6.000000	750.000000	10
1	0.905882	6.000000	750.000000	10
2	0.920588	6.000000	750.000000	10
3	0.799580	6.000000	750.000000	10
4	0.855882	6.000000	750.000000	10
0	0.970588	0.100000	250.000000	30
1	0.898739	0.100000	250.000000	30
2	0.827311	0.100000	250.000000	30
3	0.820588	0.100000	250.000000	30
4	0.949160	0.100000	250.000000	30
0	0.955882	0.250000	250.000000	30
1	0.826891	0.250000	250.000000	30
2	0.784454	0.250000	250.000000	30
